[0.028s] Invoking command in '/home/HwHiAiUser/wheeltec_ros2/build/wheeltec_robot_urdf': CMAKE_PREFIX_PATH=/opt/ros/humble _=/usr/bin/env /usr/bin/cmake /home/HwHiAiUser/wheeltec_ros2/src/wheeltec_robot_urdf/wheeltec_robot_urdf -DCMAKE_INSTALL_PREFIX=/home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf
[0.307s] -- The C compiler identification is GNU 11.4.0
[0.586s] -- The CXX compiler identification is GNU 11.4.0
[0.616s] -- Detecting C compiler ABI info
[0.918s] -- Detecting C compiler ABI info - done
[0.961s] -- Check for working C compiler: /usr/bin/cc - skipped
[0.963s] -- Detecting C compile features
[0.966s] -- Detecting C compile features - done
[0.989s] -- Detecting CXX compiler ABI info
[1.339s] -- Detecting CXX compiler ABI info - done
[1.389s] -- Check for working CXX compiler: /usr/bin/c++ - skipped
[1.391s] -- Detecting CXX compile features
[1.394s] -- Detecting CXX compile features - done
[1.410s] -- Found ament_cmake: 1.3.12 (/opt/ros/humble/share/ament_cmake/cmake)
[2.201s] -- Found Python3: /usr/bin/python3 (found version "3.10.12") found components: Interpreter 
[2.586s] -- Found urdf: 2.6.1 (/opt/ros/humble/share/urdf/cmake)
[3.040s] -- Configuring done
[13.603s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_tank_robot_meshes/camera_link.STL
[13.635s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_tank_robot_meshes/left3_link.STL
[13.637s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_tank_robot_meshes/left1_link.STL
[13.640s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_tank_robot_meshes/left4_link.STL
[13.653s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_tank_robot_meshes/left5_link.STL
[13.653s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_tank_robot_meshes/right2_link.STL
[13.653s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_tank_robot_meshes/right6_link.STL
[13.654s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_tank_robot_meshes/right1_link.STL
[13.654s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_tank_robot_meshes/right3_link.STL
[13.658s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_tank_robot_meshes/left2_link.STL
[13.659s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_yw_robot_meshes
[13.659s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_yw_robot_meshes/base_link.STL
[14.036s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_yw_robot_meshes/lm_wheel_link.STL
[14.047s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_yw_robot_meshes/arm6_link.STL
[14.048s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_yw_robot_meshes/laser.STL
[14.068s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_yw_robot_meshes/camera_link.STL
[14.069s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_yw_robot_meshes/gripper1_link.STL
[14.162s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_yw_robot_meshes/arm4_link.STL
[14.163s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_yw_robot_meshes/arm5_link.STL
[14.164s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_yw_robot_meshes/rm_wheel_link.STL
[14.168s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_yw_robot_meshes/arm3_link.STL
[14.170s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_yw_robot_meshes/arm1_link.STL
[14.183s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_yw_robot_meshes/arm_base_link.STL
[14.198s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_yw_robot_meshes/arm2_link.STL
[14.199s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_yw_robot_meshes/laser_link.STL
[14.200s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_mec_dl_robot_meshes
[14.200s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_mec_dl_robot_meshes/base_link.STL
[14.556s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_mec_dl_robot_meshes/lb_wheel_link.STL
[14.605s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_mec_dl_robot_meshes/lf_wheel_link.STL
[14.643s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_mec_dl_robot_meshes/laser.STL
[14.647s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_mec_dl_robot_meshes/controller_link.STL
[14.797s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_mec_dl_robot_meshes/camera_link.STL
[14.812s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_mec_dl_robot_meshes/rb_wheel_link.STL
[14.870s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_mec_dl_robot_meshes/rf_wheel_link.STL
[14.914s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/wheels
[14.915s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/wheels/left_tire.stl
[14.947s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/wheels/right_tire.stl
[14.978s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_robot_meshes
[14.980s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_robot_meshes/base_link.STL
[15.300s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_robot_meshes/lb_wheel_link.STL
[15.400s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_robot_meshes/lf_wheel_link.STL
[15.474s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_robot_meshes/laser.STL
[15.477s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_robot_meshes/controller_link.STL
[15.620s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_robot_meshes/camera_link.STL
[15.641s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_robot_meshes/left1_link.STL
[15.644s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_robot_meshes/rb_wheel_link.STL
[15.699s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_robot_meshes/rf_wheel_link.STL
[15.804s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_robot_meshes/right1_link.STL
[15.806s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/bases
[15.807s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/bases/waffle_base.stl
[16.202s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/bases/waffle_pi_base.stl
[16.375s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/bases/burger_base.stl
[16.486s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_akm_robot_meshes
[16.487s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_akm_robot_meshes/rf_link.STL
[16.519s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_akm_robot_meshes/base_link.STL
[16.552s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_akm_robot_meshes/front_link.STL
[16.552s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_akm_robot_meshes/lb_link.STL
[16.600s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_akm_robot_meshes/laser.STL
[16.601s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_akm_robot_meshes/controller_link.STL
[16.652s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_akm_robot_meshes/camera_link.STL
[16.668s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_akm_robot_meshes/lf_link.STL
[16.693s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_akm_robot_meshes/left_link.STL
[16.695s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_akm_robot_meshes/rb_link.STL
[16.742s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_akm_robot_meshes/right_link.STL
[16.742s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_diff_robot_meshes
[16.743s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_diff_robot_meshes/base_link.STL
[16.775s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_diff_robot_meshes/front_link.STL
[16.805s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_diff_robot_meshes/laser.STL
[16.805s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_diff_robot_meshes/controller_link.STL
[16.864s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_diff_robot_meshes/camera_link.STL
[16.903s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_diff_robot_meshes/left_link.STL
[16.955s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_diff_robot_meshes/right_link.STL
[16.982s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_mini_robot_meshes
[16.987s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_mini_robot_meshes/base_link.STL
[17.175s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_mini_robot_meshes/lm_wheel_link.STL
[17.176s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_mini_robot_meshes/arm6_link.STL
[17.191s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_mini_robot_meshes/laser.STL
[17.210s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_mini_robot_meshes/camera_link.STL
[17.213s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_mini_robot_meshes/gripper1_link.STL
[17.289s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_mini_robot_meshes/arm4_link.STL
[17.293s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_mini_robot_meshes/arm5_link.STL
[17.297s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_mini_robot_meshes/rm_wheel_link.STL
[17.299s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_mini_robot_meshes/arm3_link.STL
[17.302s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_mini_robot_meshes/arm1_link.STL
[17.318s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_mini_robot_meshes/arm_base_link.STL
[17.335s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_mini_robot_meshes/arm2_link.STL
[17.338s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/s300_mini_robot_meshes/laser_link.STL
[17.340s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_4wd_dl_robot_meshes
[17.341s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_4wd_dl_robot_meshes/base_link.STL
[17.626s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_4wd_dl_robot_meshes/lb_wheel_link.STL
[18.170s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_4wd_dl_robot_meshes/lf_wheel_link.STL
[18.180s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_4wd_dl_robot_meshes/laser.STL
[18.185s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_4wd_dl_robot_meshes/controller_link.STL
[18.205s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_4wd_dl_robot_meshes/camera_link.STL
[18.210s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_4wd_dl_robot_meshes/rb_wheel_link.STL
[18.217s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/flagship_4wd_dl_robot_meshes/rf_wheel_link.STL
[18.224s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_4wd_dl_robot_meshes
[18.225s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_4wd_dl_robot_meshes/base_link.STL
[18.290s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_4wd_dl_robot_meshes/lb_wheel_link.STL
[18.293s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_4wd_dl_robot_meshes/lf_wheel_link.STL
[18.299s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_4wd_dl_robot_meshes/laser.STL
[18.301s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_4wd_dl_robot_meshes/controller_link.STL
[18.399s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_4wd_dl_robot_meshes/camera_link.STL
[18.435s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_4wd_dl_robot_meshes/rb_wheel_link.STL
[18.446s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_4wd_dl_robot_meshes/rf_wheel_link.STL
[18.448s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/brushless_senior_diff_meshes
[18.449s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/brushless_senior_diff_meshes/base_link.STL
[18.968s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/brushless_senior_diff_meshes/lb_wheel_link.STL
[18.982s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/brushless_senior_diff_meshes/laser.STL
[19.002s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/brushless_senior_diff_meshes/controller_link.STL
[19.134s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/brushless_senior_diff_meshes/camera_link.STL
[19.137s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/brushless_senior_diff_meshes/rb_wheel_link.STL
[19.140s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_mec_bs_robot_meshes
[19.141s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_mec_bs_robot_meshes/base_link.STL
[19.390s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_mec_bs_robot_meshes/lb_wheel_link.STL
[19.422s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_mec_bs_robot_meshes/lf_wheel_link.STL
[19.443s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_mec_bs_robot_meshes/laser.STL
[19.468s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_mec_bs_robot_meshes/controller_link.STL
[19.532s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_mec_bs_robot_meshes/camera_link.STL
[19.564s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_mec_bs_robot_meshes/rb_wheel_link.STL
[19.603s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/senior_mec_bs_robot_meshes/rf_wheel_link.STL
[19.639s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_4wd_bs_robot_meshes
[19.641s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_4wd_bs_robot_meshes/base_link.STL
[19.887s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_4wd_bs_robot_meshes/lb_wheel_link.STL
[19.909s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_4wd_bs_robot_meshes/lf_wheel_link.STL
[19.939s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_4wd_bs_robot_meshes/laser.STL
[19.941s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_4wd_bs_robot_meshes/controller_link.STL
[20.034s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_4wd_bs_robot_meshes/camera_link.STL
[20.050s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_4wd_bs_robot_meshes/rb_wheel_link.STL
[20.078s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_4wd_bs_robot_meshes/rf_wheel_link.STL
[20.110s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_meshes
[20.111s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_meshes/base_link.STL
[20.422s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_meshes/lb_wheel_link.STL
[20.500s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_meshes/lf_wheel_link.STL
[20.607s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_meshes/controller_link.STL
[20.735s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_meshes/camera_link.STL
[20.768s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_meshes/left1_link.STL
[20.769s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_meshes/rb_wheel_link.STL
[20.883s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_meshes/rf_wheel_link.STL
[20.996s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_meshes/right1_link.STL
[20.998s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/top_akm_bs_meshes/laser_link.STL
[20.998s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_4wd_moveit_four_meshes
[20.998s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_4wd_moveit_four_meshes/base_link.STL
[21.179s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_4wd_moveit_four_meshes/j2_link.STL
[21.180s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_4wd_moveit_four_meshes/j4_2_link.STL
[21.181s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_4wd_moveit_four_meshes/j4_6_link.STL
[21.183s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_4wd_moveit_four_meshes/lb_wheel_link.STL
[21.201s] -- Installing: /home/HwHiAiUser/wheeltec_ros2/install/wheeltec_robot_urdf/share/wheeltec_robot_urdf/meshes/mini_4wd_moveit_four_meshes/display_link.STL
